title,bestSeller,amazonPrime,score,total_reviews,rating,asin,url,brand1,brand2,spec,brand
"CareSens N Plus Bluetooth Blood Diabetes Monitoring Kit with 100 Test Strips, 100 Lancets (30G), 1 Glucose Meter, 1 Contro...",False,True,2965.5,659,4.5,B08B86TM6R,https://www.amazon.com/dp/B08B86TM6R,CareSens,N,"Plus Bluetooth Blood Diabetes Monitoring Kit with 100 Test Strips, 100 Lancets (30G), 1 Glucose Meter, 1 Contro...",CareSens N
GE100 Blood Glucose Test Strips - 4/Boxes of 50 Strips = 200/Total Strips,False,False,3148.8,656,4.8,B00OGXRQWW,https://www.amazon.com/dp/B00OGXRQWW,GE100,Blood,Glucose Test Strips - 4/Boxes of 50 Strips = 200/Total Strips,GE100 Blood
Dario Glucose Control Solutions for Dario Test Strips Testing. Verify The Performance of Your Dario Blood Glucose Test Str...,False,True,2920.5,649,4.5,B07JPJRGRW,https://www.amazon.com/dp/B07JPJRGRW,Dario,Glucose,Control Solutions for Dario Test Strips Testing. Verify The Performance of Your Dario Blood Glucose Test Str...,Dario Glucose
"Accu-Chek Aviva Plus NFR Test Strips, 50 Count",False,True,2916.4,634,4.6,B006PECJ0E,https://www.amazon.com/dp/B006PECJ0E,Accu-Chek,Aviva,"Plus NFR Test Strips, 50 Count",Accu-Chek Aviva
Accu-Chek Guide Blood Glucose Monitoring System - 1 Each,False,False,2861.2,622,4.6,B0716J6KMD,https://www.amazon.com/dp/B0716J6KMD,Accu-Chek,Guide,Blood Glucose Monitoring System - 1 Each,Accu-Chek Guide
"OneTouch Verio Reflect Blood Glucose Meter | Glucose Monitor For Blood Sugar Test Kit | Includes Blood Glucose Monitor, La...",False,False,2695.6,586,4.6,B08FXTPCGG,https://www.amazon.com/dp/B08FXTPCGG,OneTouch,Verio,"Reflect Blood Glucose Meter | Glucose Monitor For Blood Sugar Test Kit | Includes Blood Glucose Monitor, La...",OneTouch Verio
"Metene TD-4116 Blood Glucose Test Strips, 100 Count Blood Sugar Test Strips for Diabetes, Use with metene TD-4116 Blood Gl...",False,True,2707.2,576,4.7,B07VB22PNT,https://www.amazon.com/dp/B07VB22PNT,Metene,TD-4116,"Blood Glucose Test Strips, 100 Count Blood Sugar Test Strips for Diabetes, Use with metene TD-4116 Blood Gl...",Metene TD-4116
Reliable Diathrive Blood Sugar Test Kit & Blood Glucose Monitoring System – 4 Second Results! Glucometer/Glucose Meter Kit...,False,True,2508.0,570,4.4,B07KCDCBFC,https://www.amazon.com/dp/B07KCDCBFC,Reliable,Diathrive,Blood Sugar Test Kit & Blood Glucose Monitoring System – 4 Second Results! Glucometer/Glucose Meter Kit...,Reliable Diathrive
"Diabetes Testing Kit - Lovia Blood Sugar Test Kit, 50 Glucometer Strips, 1 Lancing Device, 50 Lancets and Carrying Case, G...",False,True,2335.2,556,4.2,B08863ZNCV,https://www.amazon.com/dp/B08863ZNCV,Diabetes,Testing,"Kit - Lovia Blood Sugar Test Kit, 50 Glucometer Strips, 1 Lancing Device, 50 Lancets and Carrying Case, G...",Diabetes Testing
"One Drop for Diabetes Starter Kit with Bluetooth-Enabled Glucose Meter, 1 Lancing Device, 33-Gauge Lancets (10 Count), Tes...",False,True,2274.7,529,4.3,B06WWBFRVL,https://www.amazon.com/dp/B06WWBFRVL,One,Drop,"for Diabetes Starter Kit with Bluetooth-Enabled Glucose Meter, 1 Lancing Device, 33-Gauge Lancets (10 Count), Tes...",One Drop
"Contour Next EZ Diabetes Testing Kit | Contour Next EZ Blood Glucose Meter, 50 Contour Next Blood Glucose Test Strips, 50 ...",False,True,2350.6,511,4.6,B01HDWVFHO,https://www.amazon.com/dp/B01HDWVFHO,Contour,Next,"EZ Diabetes Testing Kit | Contour Next EZ Blood Glucose Meter, 50 Contour Next Blood Glucose Test Strips, 50 ...",Contour Next
"OneTouch Ultra Mini Blood Glucose Monitoring System, Silver Moon",False,False,2250.0,500,4.5,B000KK8HBY,https://www.amazon.com/dp/B000KK8HBY,OneTouch,Ultra,"Mini Blood Glucose Monitoring System, Silver Moon",OneTouch Ultra
"McKesson TRUE METRIX Self-Monitoring Blood Glucose Test Strips, 50 Strips, 1 Pack",False,False,2371.2,494,4.8,B06XD7NG87,https://www.amazon.com/dp/B06XD7NG87,McKesson,TRUE,"METRIX Self-Monitoring Blood Glucose Test Strips, 50 Strips, 1 Pack",McKesson TRUE
CURO G10 Glucose Home Test Kit : NFC Enabled Connect with CUROfit App on iOS & Android Devices- Blood Sugar Monitor Devic...,False,True,2187.0,486,4.5,B093B6B15H,https://www.amazon.com/dp/B093B6B15H,CURO,G10,Glucose Home Test Kit : NFC Enabled Connect with CUROfit App on iOS & Android Devices- Blood Sugar Monitor Devic...,CURO G10
On Call Express Blood Glucose Diabetic Test Strips- 200 count Value Bundle (4boxof50),False,True,2328.0,485,4.8,B01J4DORAW,https://www.amazon.com/dp/B01J4DORAW,On,Call,Express Blood Glucose Diabetic Test Strips- 200 count Value Bundle (4boxof50),On Call
"OneTouch Ultra 2 Blood Glucose Meter | Glucose Monitor For Blood Sugar Test Kit | Includes Blood Glucose Monitor, Lancing ...",False,False,2212.6,481,4.6,B07Y1C68K7,https://www.amazon.com/dp/B07Y1C68K7,OneTouch,Ultra,"2 Blood Glucose Meter | Glucose Monitor For Blood Sugar Test Kit | Includes Blood Glucose Monitor, Lancing ...",OneTouch Ultra
PetTest Diabetes Blood Glucose Tests Strips for Dogs and Cats for use with PetTest Glucose Monitor (50 Strips),False,True,2119.7,451,4.7,B01AK8YDE0,https://www.amazon.com/dp/B01AK8YDE0,PetTest,Diabetes,Blood Glucose Tests Strips for Dogs and Cats for use with PetTest Glucose Monitor (50 Strips),PetTest Diabetes
TRUE METRIX® AIR Meter Starter Kit,False,True,2028.6,441,4.6,B08DX7FF7F,https://www.amazon.com/dp/B08DX7FF7F,TRUE,METRIX®,AIR Meter Starter Kit,TRUE METRIX®
"FORA Pro Voice V9 Diabetes Testing Kit for Accurate and Easy Monitoring Your Blood Glucose with Talking Glucometer, 1 Mete...",False,True,1968.8,428,4.6,B077J3XDDW,https://www.amazon.com/dp/B077J3XDDW,FORA,Pro,"Voice V9 Diabetes Testing Kit for Accurate and Easy Monitoring Your Blood Glucose with Talking Glucometer, 1 Mete...",FORA Pro
AlphaTRAK Blood Glucose Monitoring System - Includes 50 Test Strips,False,True,1867.5,415,4.5,B08F5JKZ29,https://www.amazon.com/dp/B08F5JKZ29,AlphaTRAK,Blood,Glucose Monitoring System - Includes 50 Test Strips,AlphaTRAK Blood
"McKesson Safety Lancets, Sterile, Push-Button, 23 Gauge Needle, 1.8 mm, 100 Count, 1 Pack",False,False,1899.8,413,4.6,B01N4X79QE,https://www.amazon.com/dp/B01N4X79QE,McKesson,Safety,"Lancets, Sterile, Push-Button, 23 Gauge Needle, 1.8 mm, 100 Count, 1 Pack",McKesson Safety
The CONTOUR NEXT EZ Blood Glucose Monitoring System,False,False,1917.6,408,4.7,B009B7SK8M,https://www.amazon.com/dp/B009B7SK8M,The,CONTOUR,NEXT EZ Blood Glucose Monitoring System,The CONTOUR
"ReliOn Prime Blood Glucose Test Strips, 25 Count (2 Pack)",False,False,1889.4,402,4.7,B07RKFZXKP,https://www.amazon.com/dp/B07RKFZXKP,ReliOn,Prime,"Blood Glucose Test Strips, 25 Count (2 Pack)",ReliOn Prime
"CheckUp 10 Parameters Urine Testing Strips for Cats and Dogs x 50 - Detects Urobilinogen, Glucose, Bilirubi...",False,True,1681.3,391,4.3,B087H8XM5L,https://www.amazon.com/dp/B087H8XM5L,CheckUp,10,"Parameters Urine Testing Strips for Cats and Dogs x 50 - Detects Urobilinogen, Glucose, Bilirubi...",CheckUp 10
Assure Platinum Glucose Test Strips for Meter 50ct,False,False,1748.0,380,4.6,B007TMMLQ8,https://www.amazon.com/dp/B007TMMLQ8,Assure,Platinum,Glucose Test Strips for Meter 50ct,Assure Platinum
Embrace Talk Test Strips Bundle 300 Ct,False,True,1747.2,364,4.8,B01AVIDXHM,https://www.amazon.com/dp/B01AVIDXHM,Embrace,Talk,Test Strips Bundle 300 Ct,Embrace Talk
"Accu-Chek Aviva Meter Blood Glucose Diabetes Testing Kit with Aviva Meter, Softclix Lancing Device, and 10 Lancets",False,False,1616.8,344,4.7,B004WHU3EU,https://www.amazon.com/dp/B004WHU3EU,Accu-Chek,Aviva,"Meter Blood Glucose Diabetes Testing Kit with Aviva Meter, Softclix Lancing Device, and 10 Lancets",Accu-Chek Aviva
Accu-Chek Softclix Diabetes Starter Kit for Blood Glucose Testing,False,False,1546.3,329,4.7,B08GP43SFP,https://www.amazon.com/dp/B08GP43SFP,Accu-Chek,Softclix,Diabetes Starter Kit for Blood Glucose Testing,Accu-Chek Softclix
Embrace Blood Glucose Test Strips 200Ct,False,True,1592.5,325,4.9,B07RS5C3QT,https://www.amazon.com/dp/B07RS5C3QT,Embrace,Blood,Glucose Test Strips 200Ct,Embrace Blood
"McKesson TRUE METRIX Professional Monitoring Blood Glucose Test Stripes, 50 Strips, 1 Pack",False,False,1504.0,320,4.7,B06XD43GX4,https://www.amazon.com/dp/B06XD43GX4,McKesson,TRUE,"METRIX Professional Monitoring Blood Glucose Test Stripes, 50 Strips, 1 Pack",McKesson TRUE
