title,bestSeller,amazonPrime,score,total_reviews,rating,asin,url,brand1,brand2,spec,brand
Blood Glucose Lite Test Strips 100CT,False,True,303.6,66,4.6,B09RQPGF4R,https://www.amazon.com/dp/B09RQPGF4R,Blood,Glucose,Lite Test Strips 100CT,Care Touch
"Advocate Redi-Code Glucose Test Strips 50/bx - Buy 4, Get 1 FREE by Advocate",False,False,296.1,63,4.7,B01BL4AC1K,https://www.amazon.com/dp/B01BL4AC1K,Advocate,Redi-Code,"Glucose Test Strips 50/bx - Buy 4, Get 1 FREE by Advocate",Advocate Redi-Code
PRECISION XTRA TEST STRIPS 100,False,False,253.8,54,4.7,B00412O04A,https://www.amazon.com/dp/B00412O04A,PRECISION,XTRA,TEST STRIPS 100,PRECISION XTRA
Ultra Trak Pro Test Strips 200Ct Bundle Deal Savings,False,True,254.4,53,4.8,B007BQ7LZI,https://www.amazon.com/dp/B007BQ7LZI,Ultra,Trak,Pro Test Strips 200Ct Bundle Deal Savings,Ultra
"FreeStyle Lite Blood Glucose Test Strips - 50 ct, Pack of 10",False,False,234.6,51,4.6,B078YGXG4L,https://www.amazon.com/dp/B078YGXG4L,FreeStyle,Lite,"Blood Glucose Test Strips - 50 ct, Pack of 10",FreeStyle
"AgaMatrix Amp Blood Glucose Test Strips, 50 Count",False,True,198.0,45,4.4,B009AVP48S,https://www.amazon.com/dp/B009AVP48S,AgaMatrix,Amp,"Blood Glucose Test Strips, 50 Count",AgaMatrix Amp
Prodigy Bundle Deal Savings 250 Ct Test Strips,False,False,211.2,44,4.8,B005HJRWRS,https://www.amazon.com/dp/B005HJRWRS,Prodigy,Bundle,Deal Savings 250 Ct Test Strips,Prodigy
On Call Express Blood Glucose Test Strips Bundle Deal {300},False,True,206.4,43,4.8,B0186CVMMS,https://www.amazon.com/dp/B0186CVMMS,On,Call,Express Blood Glucose Test Strips Bundle Deal {300},On Call
"Accu-Chek Aviva Plus Test Strips -100 ct, Pack of 2",False,False,200.9,41,4.9,B00FQEM990,https://www.amazon.com/dp/B00FQEM990,Accu-Chek,Aviva,"Plus Test Strips -100 ct, Pack of 2",Accu-Chek
"FreeStyle Lite Blood Glucose Test Strips - 50 ct, Pack of 12",False,True,200.9,41,4.9,B01CV2WJS0,https://www.amazon.com/dp/B01CV2WJS0,FreeStyle,Lite,"Blood Glucose Test Strips - 50 ct, Pack of 12",FreeStyle
Free Infinity Meter w/Purchase of 200 Test Strips (4 Boxes of 50 Ct= 200 Ct Total),False,True,180.0,40,4.5,B00FQSEHPU,https://www.amazon.com/dp/B00FQSEHPU,Free,Infinity,Meter w/Purchase of 200 Test Strips (4 Boxes of 50 Ct= 200 Ct Total),Free Infinity
"EasyMax N Blood Glucose Test Strips, 50ct.",False,False,166.5,37,4.5,B002GJLTTO,https://www.amazon.com/dp/B002GJLTTO,EasyMax,N,"Blood Glucose Test Strips, 50ct.",EasyMax N
EasyMax 15 - Diabetic Test Strips - Box of 50,False,False,165.6,36,4.6,B07HHGBLDW,https://www.amazon.com/dp/B07HHGBLDW,EasyMax,15,- Diabetic Test Strips - Box of 50,EasyMax 15
EasyMax Diabetic Test Strips 300 Count / 6 Boxes of 50,False,False,138.0,30,4.6,B088JJJKQY,https://www.amazon.com/dp/B088JJJKQY,EasyMax,Diabetic,Test Strips 300 Count / 6 Boxes of 50,EasyMax Diabetic
Easy Touch Blood Glucose Diabetic Test Strips Box of 50 CT (Bundle of 4),False,False,131.6,28,4.7,B07C1DB2V5,https://www.amazon.com/dp/B07C1DB2V5,Easy,Touch,Blood Glucose Diabetic Test Strips Box of 50 CT (Bundle of 4),Easy Touch
"G-666BS Blood Glucose Test Strips Kit , 100 Test Strips and 25 Lancets for Diabetes , Diabetic Blood Test Strips 1",False,True,68.0,17,4.0,B09KC53JSV,https://www.amazon.com/dp/B09KC53JSV,G-666BS,Blood,"Glucose Test Strips Kit , 100 Test Strips and 25 Lancets for Diabetes , Diabetic Blood Test Strips 1",G-666BS Blood
"Blood Glucose Monitor Kit, 100 Counts 30 Gauge Lancets, 100 Blood Test Strips and Carrying Case, Lancing Device, Control S...",False,True,61.2,17,3.6,B09V4V9QYN,https://www.amazon.com/dp/B09V4V9QYN,Blood,Glucose,"Monitor Kit, 100 Counts 30 Gauge Lancets, 100 Blood Test Strips and Carrying Case, Lancing Device, Control S...",Care Touch
TRUE Metrix® AIR Starter Kit Plus TRUE METRIX® Blood Glucose Test Strips NFRS 100ct - 2 Pack (200 Test Strips),False,True,73.6,16,4.6,B08KFG71MG,https://www.amazon.com/dp/B08KFG71MG,TRUE,Metrix®,AIR Starter Kit Plus TRUE METRIX® Blood Glucose Test Strips NFRS 100ct - 2 Pack (200 Test Strips),TRUE Metrix®
Advocate Redi-Code+ Blood Glucose Test Strips 200 Count,False,False,73.5,15,4.9,B008FOEK9A,https://www.amazon.com/dp/B008FOEK9A,Advocate,Redi-Code+,Blood Glucose Test Strips 200 Count,Advocate Redi-Code+
Embrace Blood Glucose Pro Test Strips 50ct,False,False,64.4,14,4.6,B07XYC6MX2,https://www.amazon.com/dp/B07XYC6MX2,Embrace,Blood,Glucose Pro Test Strips 50ct,Embrace Blood
"Pip Complete Kit | 1 Meter, 50 Test Strips, 50 Lancets",False,True,53.9,11,4.9,B09GZK133Z,https://www.amazon.com/dp/B09GZK133Z,Pip,Complete,"Kit | 1 Meter, 50 Test Strips, 50 Lancets",Pip Complete
"Precision Xtra Blood Glucose Test Strips, Unboxed, Sealed, 100 Test Strips (100 Test Strips Exp: 05/2018+)",False,True,43.2,9,4.8,B01MY18MGQ,https://www.amazon.com/dp/B01MY18MGQ,Precision,Xtra,"Blood Glucose Test Strips, Unboxed, Sealed, 100 Test Strips (100 Test Strips Exp: 05/2018+)",Precision Xtra
"ReliOn Prime Blood Glucose Test Strips, 100 Ct + ""Look After Your Diabetes"" - Better Idea Guide (1 Pack)",False,True,44.1,9,4.9,B08WRV47D9,https://www.amazon.com/dp/B08WRV47D9,ReliOn,Prime,"Blood Glucose Test Strips, 100 Ct + ""Look After Your Diabetes"" - Better Idea Guide (1 Pack)",ReliOn Prime
Advocate Redi-Code+ Test Strips Package - 10 Boxes (500ct) with Non-Speaking Blood Glucose Meter,False,False,32.8,8,4.1,B08BFC2CQ9,https://www.amazon.com/dp/B08BFC2CQ9,Advocate,Redi-Code+,Test Strips Package - 10 Boxes (500ct) with Non-Speaking Blood Glucose Meter,Advocate Redi-Code+
Diabetic Test Strips (6 Boxes 300 Count) 7308 with Glucose Tablets 10ct,False,False,32.9,7,4.7,B09N9YBNN6,https://www.amazon.com/dp/B09N9YBNN6,Diabetic,Test,Strips (6 Boxes 300 Count) 7308 with Glucose Tablets 10ct,Diabetic Test
"Medline Evencare G2 Blood Glucose Test Strips, For self-testing with Evencare G2 Monitoring System (Pack of 600) (MPH1550)",False,True,25.8,6,4.3,B00Q3YYUW6,https://www.amazon.com/dp/B00Q3YYUW6,Medline,Evencare,"G2 Blood Glucose Test Strips, For self-testing with Evencare G2 Monitoring System (Pack of 600) (MPH1550)",Medline Evencare
TRUEtrack Blood Glucose Test Strips(150 Count) by SuccessfulDealsStore,False,False,28.2,6,4.7,B0784GJ8FT,https://www.amazon.com/dp/B0784GJ8FT,TRUEtrack,Blood,Glucose Test Strips(150 Count) by SuccessfulDealsStore,TRUEtrack Blood
100ct Embrace Pro Blood Glucose Test Strips with 100ct 30g Lancets,False,False,5.0,1,5.0,B09R83SQGF,https://www.amazon.com/dp/B09R83SQGF,100ct,Embrace,Pro Blood Glucose Test Strips with 100ct 30g Lancets,100ct Embrace
Pip Blood Glucose Test Strips (50 Count),False,True,5.0,1,5.0,B09GKYPZ35,https://www.amazon.com/dp/B09GKYPZ35,Pip,Blood,Glucose Test Strips (50 Count),Pip Blood
