asin,url,score,sponsored,amazonChoice,bestSeller,amazonPrime,title,thumbnail,position.page,position.position,position.global_position,price.discounted,price.current_price,price.currency,price.before_price,price.savings_amount,price.savings_percent,reviews.total_reviews,reviews.rating
B001AXVF3M,https://www.amazon.com/dp/B001AXVF3M,11376.00,False,False,False,True,Prodigy No Coding Blood Glucose Test Strips (50 ct),https://m.media-amazon.com/images/I/411w0urad4S._AC_UL320_.jpg,1,34,34,True,0.0,USD,25.64,25.64,100.0,2370,4.8
B00CHLFWGM,https://www.amazon.com/dp/B00CHLFWGM,2476.80,False,False,False,True,GE100 Test Strips 50ct,https://m.media-amazon.com/images/I/71wMscLGCdL._AC_UL320_.jpg,1,35,35,True,0.0,USD,14.95,14.95,100.0,516,4.8
B00Q3YYUW6,https://www.amazon.com/dp/B00Q3YYUW6,25.80,False,False,False,True,"Medline Evencare G2 Blood Glucose Test Strips, For self-testing with Evencare G2 Monitoring System (Pack of 600) (MPH1550)",https://m.media-amazon.com/images/I/61iSwNGlF7L._AC_UL320_.jpg,1,36,36,False,0.0,USD,0.0,0.0,0.0,6,4.3
B00OBWVT30,https://www.amazon.com/dp/B00OBWVT30,3801.60,False,False,False,False,Reli On Blood Glucose Test Strips 100 count (100),https://m.media-amazon.com/images/I/615up3o2vKL._AC_UL320_.jpg,1,37,37,False,0.0,USD,0.0,0.0,0.0,792,4.8
B015HXAED2,https://www.amazon.com/dp/B015HXAED2,2404.80,False,False,False,False,"Leader True Metrix Self Monitoring Blood Glucose Test Strips, 50 Count Per Box",https://m.media-amazon.com/images/I/81roulD2GIL._AC_UL320_.jpg,1,38,38,False,0.0,USD,0.0,0.0,0.0,501,4.8
B015PXUZ0Q,https://www.amazon.com/dp/B015PXUZ0Q,3952.70,False,False,False,False,"Freestyle Precision Neo Blood Glucose Test Strips, 50 Strips",https://m.media-amazon.com/images/I/61Qww20b6CL._AC_UL320_.jpg,1,39,39,False,0.0,USD,0.0,0.0,0.0,841,4.7
B00FGDP9XE,https://www.amazon.com/dp/B00FGDP9XE,2416.50,False,False,False,False,"Arkray Glucocard Vital Test Strips, 100 Count",https://m.media-amazon.com/images/I/51jvtAO8O6L._AC_UL320_.jpg,1,40,40,False,0.0,USD,0.0,0.0,0.0,537,4.5
B06X1FHX6Y,https://www.amazon.com/dp/B06X1FHX6Y,859.20,False,False,False,False,"Advocate Redi-Code Strips, 50/Box (3 Packs of 50)",https://m.media-amazon.com/images/I/61aX8yzbViL._AC_UL320_.jpg,1,41,41,True,0.0,USD,29.3,29.3,100.0,179,4.8
B08CZ5K78W,https://www.amazon.com/dp/B08CZ5K78W,262.50,False,False,False,True,"CURO-L7 Professional Grade Blood Cholesterol Test Home KIT (All-in-One : Test Device, Test Strips 10ea, Lancets & EziTube ...",https://m.media-amazon.com/images/I/61oaO7ozPrL._AC_UL320_.jpg,1,42,42,False,0.0,USD,0.0,0.0,0.0,75,3.5
B006PECJ0E,https://www.amazon.com/dp/B006PECJ0E,2916.40,False,False,False,True,"Accu-Chek Aviva Plus NFR Test Strips, 50 Count",https://m.media-amazon.com/images/I/617qmTL+-KL._AC_UL320_.jpg,1,43,43,True,0.0,USD,69.99,69.99,100.0,634,4.6
B06XRKP8JW,https://www.amazon.com/dp/B06XRKP8JW,6821.80,False,False,False,True,"iHealth Blood Glucose Test Strips (50 Count), No Coding Blood Sugar Test, Eligible for FSA Reimbursement, Precision Sugar ...",https://m.media-amazon.com/images/I/71t0Yd6NXoL._AC_UL320_.jpg,1,44,44,False,0.0,USD,0.0,0.0,0.0,1483,4.6
B007TMMLQ8,https://www.amazon.com/dp/B007TMMLQ8,1748.00,False,False,False,True,Assure Platinum Glucose Test Strips for Meter 50ct,https://m.media-amazon.com/images/I/71s3On-q+XL._AC_UL320_.jpg,1,45,45,False,0.0,USD,0.0,0.0,0.0,380,4.6
B07BFH2JB4,https://www.amazon.com/dp/B07BFH2JB4,2721.60,False,False,False,True,"ReliOn Prime Blood Glucose Test Strips, 50 Ct (2 Pack)",https://m.media-amazon.com/images/I/615GHSpPvdL._AC_UL320_.jpg,1,46,46,False,0.0,USD,0.0,0.0,0.0,567,4.8
B00D46QOXY,https://www.amazon.com/dp/B00D46QOXY,1034.00,False,False,False,True,Prodigy No Coding Blood Glucose Test Strips 500 Count,https://m.media-amazon.com/images/I/71IHR7rmiTS._AC_UL320_.jpg,1,47,47,True,0.0,USD,109.95,109.95,100.0,220,4.7
B07K6K7LJ4,https://www.amazon.com/dp/B07K6K7LJ4,352.80,False,False,False,True,"Oh’Care Lite Blood Sugar Testing Monitor – Glucose Test Strips, Lancets, and Control Solution for for Blood Testing – Accu...",https://m.media-amazon.com/images/I/71JaagffDfL._AC_UL320_.jpg,1,48,48,False,0.0,USD,0.0,0.0,0.0,72,4.9
B071SH4STX,https://www.amazon.com/dp/B071SH4STX,713.00,False,False,False,False,CJ542050BX - GLUCOCARD Shine Blood Glucose Test Strip (50 count),https://m.media-amazon.com/images/I/4114X9kYShL._AC_UL320_.jpg,1,49,49,False,0.0,USD,0.0,0.0,0.0,155,4.6
B06Y5S8D5V,https://www.amazon.com/dp/B06Y5S8D5V,2578.50,False,False,False,False,Special Bundle - True Metrix Test Strips 100ct + Free Glucose Meter,https://m.media-amazon.com/images/I/81NLQfTYXvL._AC_UL320_.jpg,1,50,50,False,0.0,USD,0.0,0.0,0.0,573,4.5
B01LXSCWHO,https://www.amazon.com/dp/B01LXSCWHO,1025.80,False,False,False,False,"TRUEtrack Test Strips, 150 Count, for TRUEtrack Meter",https://m.media-amazon.com/images/I/81KMWk6kvyL._AC_UL320_.jpg,1,51,51,False,0.0,USD,0.0,0.0,0.0,223,4.6
B09GKYPZ35,https://www.amazon.com/dp/B09GKYPZ35,5.00,False,False,False,True,Pip Blood Glucose Test Strips (50 Count),https://m.media-amazon.com/images/I/41d8L6kjplL._AC_UL320_.jpg,1,52,52,False,0.0,USD,0.0,0.0,0.0,1,5.0
B00MHZR1EY,https://www.amazon.com/dp/B00MHZR1EY,1132.70,False,False,False,True,SD Codefree Blood Glucose Test Strips,https://m.media-amazon.com/images/I/61gnjdBYhfL._AC_UL320_.jpg,1,53,53,False,0.0,USD,0.0,0.0,0.0,241,4.7
B002GJLTTO,https://www.amazon.com/dp/B002GJLTTO,166.50,False,False,False,False,"EasyMax N Blood Glucose Test Strips, 50ct.",https://m.media-amazon.com/images/I/71WiAcE11OL._AC_UL320_.jpg,1,54,54,False,0.0,USD,0.0,0.0,0.0,37,4.5
B01AVIDYJY,https://www.amazon.com/dp/B01AVIDYJY,465.60,False,False,False,False,Embrace Diabetic Blood Glucose Test Strips 600ct,https://m.media-amazon.com/images/I/71-0QhFANyL._AC_UL320_.jpg,1,55,55,False,0.0,USD,0.0,0.0,0.0,97,4.8
B077JKHRJ5,https://www.amazon.com/dp/B077JKHRJ5,828.80,False,False,False,True,Sponsored Ad - Uric Acid Test Strips - Track What Foods and Dietary Supplements Elevate and Lower inflammatory Uric Acid. ...,https://m.media-amazon.com/images/I/713WIBXyLQL._AC_UL320_.jpg,1,56,56,False,0.0,USD,0.0,0.0,0.0,224,3.7
B07Z9N65F8,https://www.amazon.com/dp/B07Z9N65F8,6903.00,False,False,False,False,Sponsored Ad - Accu-Chek Guide Me Meter for Diabetic Blood Glucose Testing,https://m.media-amazon.com/images/I/61breBqKsXL._AC_UL320_.jpg,1,57,57,True,0.0,USD,14.99,14.99,100.0,1534,4.5
B087NPJX1W,https://www.amazon.com/dp/B087NPJX1W,28358.40,False,False,False,False,Sponsored Ad - Accu-Chek Guide Test Strips for Diabetic Blood Glucose Testing (Pack of 100),https://m.media-amazon.com/images/I/71imFW8YsAL._AC_UL320_.jpg,1,1,1,False,0.0,USD,0.0,0.0,0.0,5908,4.8
B09KC4TXZ7,https://www.amazon.com/dp/B09KC4TXZ7,364.00,False,False,False,True,"Sponsored Ad - Blood Sugar Test Kit, Diabetes Testing Kit with 100 Test Strips and 100 Lancets, Blood Glucose Monitor Kit ...",https://m.media-amazon.com/images/I/71fj8T3pULL._AC_UL320_.jpg,1,2,2,False,0.0,USD,0.0,0.0,0.0,91,4.0
B09KC53JSV,https://www.amazon.com/dp/B09KC53JSV,68.00,False,False,False,True,"Sponsored Ad - G-666BS Blood Glucose Test Strips Kit , 100 Test Strips and 25 Lancets for Diabetes , Diabetic Blood Test S...",https://m.media-amazon.com/images/I/7187Kfk26NL._AC_UL320_.jpg,1,4,4,False,0.0,USD,0.0,0.0,0.0,17,4.0
B07HHGBLDW,https://www.amazon.com/dp/B07HHGBLDW,165.60,False,False,False,False,EasyMax 15 - Diabetic Test Strips - Box of 50,https://m.media-amazon.com/images/I/81bWlpqKPqL._AC_UL320_.jpg,1,5,5,False,0.0,USD,0.0,0.0,0.0,36,4.6
B01MCQH5FZ,https://www.amazon.com/dp/B01MCQH5FZ,3729.60,False,False,False,True,TRUETRACK Test Strips 50ct (Pack of 4),https://m.media-amazon.com/images/I/61yn5VPkYAL._AC_UL320_.jpg,1,6,6,False,0.0,USD,0.0,0.0,0.0,777,4.8
B018F4BVDM,https://www.amazon.com/dp/B018F4BVDM,19848.00,False,False,False,False,"ReliOn Prime Blood Glucose Test Strips, 100 Count, Single Pack",https://m.media-amazon.com/images/I/71lKjEv+h0L._AC_UL320_.jpg,1,7,7,False,0.0,USD,0.0,0.0,0.0,4135,4.8
B00412O04A,https://www.amazon.com/dp/B00412O04A,253.80,False,False,False,False,PRECISION XTRA TEST STRIPS 100,https://m.media-amazon.com/images/I/41OjJeEKcwL._AC_UL320_.jpg,1,8,8,False,0.0,USD,0.0,0.0,0.0,54,4.7
B08PM85VQN,https://www.amazon.com/dp/B08PM85VQN,841.30,False,False,False,True,[CUROfit] CURO-G10 Glucose Test Strips : Included Total Glucose Test Strips 100 ea ( Device NOT Included),https://m.media-amazon.com/images/I/618Iik6SAdL._AC_UL320_.jpg,1,9,9,False,0.0,USD,0.0,0.0,0.0,179,4.7
B074VH1Z26,https://www.amazon.com/dp/B074VH1Z26,772.80,False,False,False,False,True Metrix Blood Glucose Test Strips 6x50 With Monitor System,https://m.media-amazon.com/images/I/519RQjOyiFL._AC_UL320_.jpg,1,10,10,False,0.0,USD,0.0,0.0,0.0,168,4.6
B00FGDP9XE,https://www.amazon.com/dp/B00FGDP9XE,2416.50,False,False,False,False,"Arkray Glucocard Vital Test Strips, 100 Count",https://m.media-amazon.com/images/I/51jvtAO8O6L._AC_UL320_.jpg,1,11,11,False,0.0,USD,0.0,0.0,0.0,537,4.5
B078YGXG4L,https://www.amazon.com/dp/B078YGXG4L,234.60,False,False,False,False,"FreeStyle Lite Blood Glucose Test Strips - 50 ct, Pack of 10",https://m.media-amazon.com/images/I/41moo3vSdtL._AC_UL320_.jpg,1,12,12,True,0.0,USD,243.05,243.05,100.0,51,4.6
B09N9YBNN6,https://www.amazon.com/dp/B09N9YBNN6,32.90,False,False,False,False,Diabetic Test Strips (6 Boxes 300 Count) 7308 with Glucose Tablets 10ct,https://m.media-amazon.com/images/I/61vtG35bSxL._AC_UL320_.jpg,1,13,13,False,0.0,USD,0.0,0.0,0.0,7,4.7
B0070P2Z38,https://www.amazon.com/dp/B0070P2Z38,711.00,False,False,False,False,"Advocate Redi-Code Strips, 50/Box",https://m.media-amazon.com/images/I/41q29V6PI2L._AC_UL320_.jpg,1,14,14,False,0.0,USD,0.0,0.0,0.0,158,4.5
B00F3J4FVS,https://www.amazon.com/dp/B00F3J4FVS,1748.00,False,False,False,False,"Advocate Redi-Code Glucose Test Strips 50/bx - Buy 4, Get 1 FREE",https://m.media-amazon.com/images/I/61QdsrcQJjL._AC_UL320_.jpg,1,15,15,False,0.0,USD,0.0,0.0,0.0,380,4.6
B08CZ5K78W,https://www.amazon.com/dp/B08CZ5K78W,262.50,False,False,False,True,"CURO-L7 Professional Grade Blood Cholesterol Test Home KIT (All-in-One : Test Device, Test Strips 10ea, Lancets & EziTube ...",https://m.media-amazon.com/images/I/61oaO7ozPrL._AC_UL320_.jpg,1,16,16,False,0.0,USD,0.0,0.0,0.0,75,3.5
B07C1DB2V5,https://www.amazon.com/dp/B07C1DB2V5,131.60,False,False,False,False,Easy Touch Blood Glucose Diabetic Test Strips Box of 50 CT (Bundle of 4),https://m.media-amazon.com/images/I/61qeZ-gO66L._AC_UL320_.jpg,1,17,17,True,0.0,USD,36.5,36.5,100.0,28,4.7
B00FQEM990,https://www.amazon.com/dp/B00FQEM990,200.90,False,False,False,False,"Accu-Chek Aviva Plus Test Strips -100 ct, Pack of 2",https://m.media-amazon.com/images/I/51AoXv-Y-LL._AC_UL320_.jpg,1,18,18,False,0.0,USD,0.0,0.0,0.0,41,4.9
B077GTMD28,https://www.amazon.com/dp/B077GTMD28,1207.90,False,False,False,True,FORA Pro Voice V8 V9 Blood Glucose Test Strips for Precise Blood Sugar Measurement for Diabetes and Your Diabetic Diet - 5...,https://m.media-amazon.com/images/I/51fJmiX7wFL._AC_UL320_.jpg,1,19,19,False,0.0,USD,0.0,0.0,0.0,257,4.7
B001AXREMS,https://www.amazon.com/dp/B001AXREMS,444.40,False,False,False,False,"Advocate 313 Redi-Code Test Strips, 50 Count",https://m.media-amazon.com/images/I/81So432NOyL._AC_UL320_.jpg,1,20,20,False,0.0,USD,0.0,0.0,0.0,101,4.4
B005HJRWRS,https://www.amazon.com/dp/B005HJRWRS,211.20,False,False,False,False,Prodigy Bundle Deal Savings 250 Ct Test Strips,https://m.media-amazon.com/images/I/51YDreBjKLL._AC_UL320_.jpg,1,21,21,False,0.0,USD,0.0,0.0,0.0,44,4.8
B00IJ54L0S,https://www.amazon.com/dp/B00IJ54L0S,1095.10,False,False,False,False,Advocate Redi-Code Plus Glucose Test Strips - 100 ct.,https://m.media-amazon.com/images/I/51KoPpACt4L._AC_UL320_.jpg,1,23,22,True,0.0,USD,16.99,16.99,100.0,233,4.7
B00548VO44,https://www.amazon.com/dp/B00548VO44,469.20,False,False,False,False,Infinity Test Strips - 100 ct.,https://m.media-amazon.com/images/I/51kaUxtBrHL._AC_UL320_.jpg,1,24,23,False,0.0,USD,0.0,0.0,0.0,102,4.6
B012SA4S3Y,https://www.amazon.com/dp/B012SA4S3Y,947.60,False,False,False,False,"WaveSense Presto Test Strips, 100 Count",https://m.media-amazon.com/images/I/61vFFr5TjOL._AC_UL320_.jpg,1,25,24,True,0.0,USD,21.92,21.92,100.0,206,4.6
B00C787NJO,https://www.amazon.com/dp/B00C787NJO,2500.80,False,False,False,True,Prodigy Autocode Test Strips 100 Count,https://m.media-amazon.com/images/I/61KcPAiYeqL._AC_UL320_.jpg,1,26,25,True,0.0,USD,17.45,17.45,100.0,521,4.8
B00854L57U,https://www.amazon.com/dp/B00854L57U,41984.20,False,False,False,True,"AZO Urinary Tract Infection (UTI) Test Strips, Accurate Results in 2 Minutes, Clinically Tested, Easy to Read Results, Cle...",https://m.media-amazon.com/images/I/71XwNieG19L._AC_UL320_.jpg,1,27,26,False,0.0,USD,0.0,0.0,0.0,9127,4.6
B08WRV47D9,https://www.amazon.com/dp/B08WRV47D9,44.10,False,False,False,True,"ReliOn Prime Blood Glucose Test Strips, 100 Ct + ""Look After Your Diabetes"" - Better Idea Guide (1 Pack)",https://m.media-amazon.com/images/I/717-agAd84L._AC_UL320_.jpg,1,28,27,False,0.0,USD,0.0,0.0,0.0,9,4.9
B08FXRYSPG,https://www.amazon.com/dp/B08FXRYSPG,13606.50,False,False,False,True,Sponsored Ad - OneTouch Verio Test Strips for Diabetes - 30 Count | Diabetic Test Strips for Blood Sugar Monitor | at Home...,https://m.media-amazon.com/images/I/716BlYUe9gL._AC_UL320_.jpg,1,29,28,False,0.0,USD,0.0,0.0,0.0,2895,4.7
B08L47PMX6,https://www.amazon.com/dp/B08L47PMX6,11880.00,False,False,False,True,Sponsored Ad - OneTouch Verio Test Strips for Diabetes Value Pack - 90 Count | Diabetic Test Strips for Blood Sugar Monito...,https://m.media-amazon.com/images/I/710wyyf1QDL._AC_UL320_.jpg,1,30,29,False,0.0,USD,0.0,0.0,0.0,2475,4.8
B009B7SK8M,https://www.amazon.com/dp/B009B7SK8M,1917.60,False,False,False,True,Sponsored Ad - The CONTOUR NEXT EZ Blood Glucose Monitoring System,https://m.media-amazon.com/images/I/812K0kH7A4L._AC_UL320_.jpg,1,31,30,False,0.0,USD,0.0,0.0,0.0,408,4.7
B0784GJ8FT,https://www.amazon.com/dp/B0784GJ8FT,28.20,False,False,False,False,TRUEtrack Blood Glucose Test Strips(150 Count) by SuccessfulDealsStore,https://m.media-amazon.com/images/I/41xWjTUvjQL._AC_UL320_.jpg,1,32,31,False,0.0,USD,0.0,0.0,0.0,6,4.7
B008LD1SF4,https://www.amazon.com/dp/B008LD1SF4,1053.00,False,False,False,True,On Call Plus Bundle Deal Savings 200 Ct Test Strips,https://m.media-amazon.com/images/I/51twY4pEp1L._AC_UL320_.jpg,1,33,32,False,0.0,USD,0.0,0.0,0.0,234,4.5
B007BQ7LZI,https://www.amazon.com/dp/B007BQ7LZI,254.40,False,False,False,True,Ultra Trak Pro Test Strips 200Ct Bundle Deal Savings,https://m.media-amazon.com/images/I/71FiYstQISL._AC_UL320_.jpg,1,34,33,False,0.0,USD,0.0,0.0,0.0,53,4.8
B08F3W6N2X,https://www.amazon.com/dp/B08F3W6N2X,1273.70,False,False,False,False,"ReliOn Premier Blood Glucose Test Strips, 100 Ct (2 pk)",https://m.media-amazon.com/images/I/61lOBiP8gEL._AC_UL320_.jpg,1,35,34,True,0.0,USD,52.0,52.0,100.0,271,4.7
B071P4T288,https://www.amazon.com/dp/B071P4T288,2394.00,False,False,False,False,TRUE METRIX Meter Only plus 50 METRIX Test Strips,https://m.media-amazon.com/images/I/51nSv5qWf9L._AC_UL320_.jpg,1,36,35,False,0.0,USD,0.0,0.0,0.0,532,4.5
B01BL4AC1K,https://www.amazon.com/dp/B01BL4AC1K,296.10,False,False,False,False,"Advocate Redi-Code Glucose Test Strips 50/bx - Buy 4, Get 1 FREE by Advocate",https://m.media-amazon.com/images/I/41Bz1syqFEL._AC_UL320_.jpg,1,37,36,False,0.0,USD,0.0,0.0,0.0,63,4.7
B00FQSEHPU,https://www.amazon.com/dp/B00FQSEHPU,180.00,False,False,False,True,Free Infinity Meter w/Purchase of 200 Test Strips (4 Boxes of 50 Ct= 200 Ct Total),https://m.media-amazon.com/images/I/91L6KiwfnkL._AC_UL320_.jpg,1,38,37,False,0.0,USD,0.0,0.0,0.0,40,4.5
B00YQC8NA2,https://www.amazon.com/dp/B00YQC8NA2,609.60,False,False,False,False,Embrace Talk Blood Glucose Test Strips 100ct,https://m.media-amazon.com/images/I/71QpcbEEqRL._AC_UL320_.jpg,1,39,38,False,0.0,USD,0.0,0.0,0.0,127,4.8
B094SLCCVP,https://www.amazon.com/dp/B094SLCCVP,1334.40,False,False,False,True,Dario 100 Test Strips + 100 Lancets + Travel Case Bundle Set for Your Dario Blood Sugar Level Smart Monitoring Kit for Dia...,https://m.media-amazon.com/images/I/615ygFFxbBL._AC_UL320_.jpg,1,40,39,False,0.0,USD,0.0,0.0,0.0,278,4.8
B08KFG71MG,https://www.amazon.com/dp/B08KFG71MG,73.60,False,False,False,True,TRUE Metrix® AIR Starter Kit Plus TRUE METRIX® Blood Glucose Test Strips NFRS 100ct - 2 Pack (200 Test Strips),https://m.media-amazon.com/images/I/71hIAAvIFeL._AC_UL320_.jpg,1,41,40,True,0.0,USD,91.0,91.0,100.0,16,4.6
B01MY18MGQ,https://www.amazon.com/dp/B01MY18MGQ,43.20,False,False,False,True,"Precision Xtra Blood Glucose Test Strips, Unboxed, Sealed, 100 Test Strips (100 Test Strips Exp: 05/2018+)",https://m.media-amazon.com/images/I/61NbmdlgEvL._AC_UL320_.jpg,1,42,41,False,0.0,USD,0.0,0.0,0.0,9,4.8
B08BFC2CQ9,https://www.amazon.com/dp/B08BFC2CQ9,32.80,False,False,False,False,Advocate Redi-Code+ Test Strips Package - 10 Boxes (500ct) with Non-Speaking Blood Glucose Meter,https://m.media-amazon.com/images/I/717RkOYzOGL._AC_UL320_.jpg,1,43,42,False,0.0,USD,0.0,0.0,0.0,8,4.1
B009AVP48S,https://www.amazon.com/dp/B009AVP48S,198.00,False,False,False,True,"AgaMatrix Amp Blood Glucose Test Strips, 50 Count",https://m.media-amazon.com/images/I/61XlXm6IxcL._AC_UL320_.jpg,1,44,43,False,0.0,USD,0.0,0.0,0.0,45,4.4
B001A66G4C,https://www.amazon.com/dp/B001A66G4C,6711.60,False,False,False,False,"ACCU-CHEK Aviva Test Plus Strips, 100 Count",https://m.media-amazon.com/images/I/91Wd1su16iL._AC_UL320_.jpg,1,45,44,True,0.0,USD,135.39,135.39,100.0,1428,4.7
B015PXUZ0Q,https://www.amazon.com/dp/B015PXUZ0Q,3952.70,False,False,False,False,"Freestyle Precision Neo Blood Glucose Test Strips, 50 Strips",https://m.media-amazon.com/images/I/61Qww20b6CL._AC_UL320_.jpg,1,46,45,False,0.0,USD,0.0,0.0,0.0,841,4.7
B001FQXBHW,https://www.amazon.com/dp/B001FQXBHW,540.50,False,False,False,True,"NovaMax Glucose Test Strips, Box of 50 Strips",https://m.media-amazon.com/images/I/61GypXe4+xL._AC_UL320_.jpg,1,47,46,False,0.0,USD,0.0,0.0,0.0,115,4.7
B007TMMLQ8,https://www.amazon.com/dp/B007TMMLQ8,1748.00,False,False,False,True,Assure Platinum Glucose Test Strips for Meter 50ct,https://m.media-amazon.com/images/I/71s3On-q+XL._AC_UL320_.jpg,1,48,47,False,0.0,USD,0.0,0.0,0.0,380,4.6
B071SH4STX,https://www.amazon.com/dp/B071SH4STX,713.00,False,False,False,False,CJ542050BX - GLUCOCARD Shine Blood Glucose Test Strip (50 count),https://m.media-amazon.com/images/I/4114X9kYShL._AC_UL320_.jpg,1,49,48,False,0.0,USD,0.0,0.0,0.0,155,4.6
B09R83SQGF,https://www.amazon.com/dp/B09R83SQGF,5.00,False,False,False,False,100ct Embrace Pro Blood Glucose Test Strips with 100ct 30g Lancets,https://m.media-amazon.com/images/I/61SG+DcjDdL._AC_UL320_.jpg,1,50,49,False,0.0,USD,0.0,0.0,0.0,1,5.0
B07R7F4B29,https://www.amazon.com/dp/B07R7F4B29,1663.80,False,False,False,False,"CURO G6s Blood Glucose Test Strips Includes Total Test Strips 100 ea (2 x 50 Counts) by""KPI Healthcare CUROfit"" (Device NO...",https://m.media-amazon.com/images/I/51b9ZlaVSgL._AC_UL320_.jpg,1,51,50,False,0.0,USD,0.0,0.0,0.0,354,4.7
B07G4FTDL1,https://www.amazon.com/dp/B07G4FTDL1,1541.00,False,False,False,True,"O’Well Tyson Bio HT100 Blood Glucose Test Strips, 100 Count",https://m.media-amazon.com/images/I/61AB017UbIL._AC_UL320_.jpg,1,52,51,False,0.0,USD,0.0,0.0,0.0,335,4.6
B09GZK133Z,https://www.amazon.com/dp/B09GZK133Z,53.90,False,False,False,True,"Pip Complete Kit | 1 Meter, 50 Test Strips, 50 Lancets",https://m.media-amazon.com/images/I/51FUIR3N7XL._AC_UL320_.jpg,1,53,52,False,0.0,USD,0.0,0.0,0.0,11,4.9
B09GKYPZ35,https://www.amazon.com/dp/B09GKYPZ35,5.00,False,False,False,True,Pip Blood Glucose Test Strips (50 Count),https://m.media-amazon.com/images/I/41d8L6kjplL._AC_UL320_.jpg,1,54,53,False,0.0,USD,0.0,0.0,0.0,1,5.0
B07XYC6MX2,https://www.amazon.com/dp/B07XYC6MX2,64.40,False,False,False,False,Embrace Blood Glucose Pro Test Strips 50ct,https://m.media-amazon.com/images/I/41jlL1SAJNL._AC_UL320_.jpg,1,55,54,False,0.0,USD,0.0,0.0,0.0,14,4.6
B07K6KC8Z4,https://www.amazon.com/dp/B07K6KC8Z4,340.80,False,False,False,True,Oh’Care Lite Blood Sugar Testing Monitor – Glucose Test Strips and Lancets for for Blood Testing – Accurate and Affordable...,https://m.media-amazon.com/images/I/71KdMiRtFbL._AC_UL320_.jpg,1,56,55,False,0.0,USD,0.0,0.0,0.0,71,4.8
B0794DFH6F,https://www.amazon.com/dp/B0794DFH6F,45470.40,False,False,False,True,Sponsored Ad - Care Touch Blood Glucose Test Strips for Diabetes I For Use with Care Touch Blood Sugar Monitor - 1 Box of ...,https://m.media-amazon.com/images/I/71xi00Rr7WS._AC_UL320_.jpg,1,57,56,False,0.0,USD,0.0,0.0,0.0,9473,4.8
